building	effect	effect_scope	value	value_damaged	value_ruined
3c_rome_horse_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_horse_2	rom_building_unit_equipment_cavalry_horse_bonus_ii	in_all_your_provinces	10.0	0.0	0.0
3c_rome_horse_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_horse_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
3c_rome_horse_3	rom_building_gdp_agriculture_animal_husbandry	this_building	300.0	150.0	0.0
3c_rome_horse_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_horse_3	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_horse_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_horse_3	rom_building_unit_equipment_cavalry_horse_bonus_iii	in_all_your_provinces	20.0	0.0	0.0
3c_rome_horse_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_industry_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_rome_industry_amphora_2	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_rome_industry_amphora_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	5.0	3.0	0.0
3c_rome_industry_amphora_2	rom_building_gdp_mod_trade_all	regions_in_this_province	10.0	5.0	0.0
3c_rome_industry_amphora_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_rome_industry_amphora_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_rome_industry_amphora_3	rom_building_gdp_industry_manufacture	this_building	125.0	63.0	0.0
3c_rome_industry_amphora_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
3c_rome_industry_amphora_3	rom_building_gdp_mod_trade_all	regions_in_this_province	20.0	10.0	0.0
3c_rome_industry_amphora_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_rome_industry_amphora_3	rom_building_squalor	this_region	4.0	6.0	8.0
3c_rome_industry_amphora_4	rom_building_gdp_industry_manufacture	this_building	150.0	75.0	0.0
3c_rome_industry_amphora_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
3c_rome_industry_amphora_4	rom_building_gdp_mod_trade_all	regions_in_this_province	30.0	15.0	0.0
3c_rome_industry_amphora_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_rome_industry_amphora_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_rome_industry_coin_2	3c_banditry_building	this_province	6.0	6.0	6.0
3c_rome_industry_coin_2	rom_building_gdp_mod_industry_manufacturing	regions_in_this_province	5.0	3.0	0.0
3c_rome_industry_coin_2	rom_building_gdp_trade_local	this_building	300.0	75.0	0.0
3c_rome_industry_coin_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_rome_industry_coin_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_rome_industry_coin_3	3c_banditry_building	this_province	7.0	7.0	7.0
3c_rome_industry_coin_3	rom_building_gdp_mod_industry_manufacturing	regions_in_this_province	10.0	5.0	0.0
3c_rome_industry_coin_3	rom_building_gdp_trade_local	this_building	400.0	100.0	0.0
3c_rome_industry_coin_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_rome_industry_coin_3	rom_building_squalor	this_region	4.0	6.0	8.0
3c_rome_industry_coin_4	3c_banditry_building	this_province	8.0	8.0	8.0
3c_rome_industry_coin_4	rom_building_gdp_mod_industry_manufacturing	regions_in_this_province	20.0	10.0	0.0
3c_rome_industry_coin_4	rom_building_gdp_trade_local	this_building	600.0	150.0	0.0
3c_rome_industry_coin_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_rome_industry_coin_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_rome_industry_jeweller_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_rome_industry_jeweller_2	rom_building_gdp_mod_industry_mining	regions_in_this_province	5.0	3.0	0.0
3c_rome_industry_jeweller_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_rome_industry_jeweller_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_rome_industry_jeweller_3	rom_building_gdp_industry_manufacture	this_building	400.0	200.0	0.0
3c_rome_industry_jeweller_3	rom_building_gdp_mod_industry_mining	regions_in_this_province	10.0	5.0	0.0
3c_rome_industry_jeweller_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_rome_industry_jeweller_3	rom_building_squalor	this_region	4.0	6.0	8.0
3c_rome_industry_jeweller_4	rom_building_gdp_industry_manufacture	this_building	600.0	300.0	0.0
3c_rome_industry_jeweller_4	rom_building_gdp_mod_industry_mining	regions_in_this_province	15.0	8.0	0.0
3c_rome_industry_jeweller_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_rome_industry_jeweller_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_rome_iron_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_rome_iron_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_iron_1	rom_building_resource_iron_production	this_building	50.0	0.0	0.0
3c_rome_iron_1	rom_building_unit_equipment_armour_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_rome_iron_1	rom_building_unit_equipment_weapon_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_rome_iron_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_iron_armour_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_rome_iron_armour_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_rome_iron_armour_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_iron_armour_2	rom_building_resource_iron_production	this_building	100.0	0.0	0.0
3c_rome_iron_armour_2	rom_building_road	this_region	5.0	5.0	5.0
3c_rome_iron_armour_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_iron_armour_2	rom_building_unit_equipment_armour_silver	in_all_your_provinces	10.0	0.0	0.0
3c_rome_iron_armour_2	rom_building_unit_equipment_shields_silver	in_all_your_provinces	10.0	0.0	0.0
3c_rome_iron_armour_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_iron_armour_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
3c_rome_iron_armour_3	rom_building_gdp_industry_manufacture	this_building	300.0	150.0	0.0
3c_rome_iron_armour_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_iron_armour_3	rom_building_resource_iron_production	this_building	150.0	0.0	0.0
3c_rome_iron_armour_3	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_iron_armour_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_iron_armour_3	rom_building_unit_equipment_armour_gold	in_all_your_provinces	20.0	0.0	0.0
3c_rome_iron_armour_3	rom_building_unit_equipment_shields_gold	in_all_your_provinces	20.0	0.0	0.0
3c_rome_iron_armour_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_iron_weapon_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_rome_iron_weapon_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_rome_iron_weapon_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_iron_weapon_2	rom_building_resource_iron_production	this_building	100.0	0.0	0.0
3c_rome_iron_weapon_2	rom_building_road	this_region	5.0	5.0	5.0
3c_rome_iron_weapon_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_iron_weapon_2	rom_building_unit_equipment_armour_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_rome_iron_weapon_2	rom_building_unit_equipment_weapon_silver	in_all_your_provinces	10.0	0.0	0.0
3c_rome_iron_weapon_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_iron_weapon_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
3c_rome_iron_weapon_3	rom_building_gdp_industry_manufacture	this_building	300.0	150.0	0.0
3c_rome_iron_weapon_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_iron_weapon_3	rom_building_resource_iron_production	this_building	150.0	0.0	0.0
3c_rome_iron_weapon_3	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_iron_weapon_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_iron_weapon_3	rom_building_unit_equipment_armour_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_rome_iron_weapon_3	rom_building_unit_equipment_weapon_gold	in_all_your_provinces	20.0	0.0	0.0
3c_rome_iron_weapon_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lead_1	rom_building_gdp_industry_mining	this_building	100.0	50.0	0.0
3c_rome_lead_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_lead_1	rom_building_public_order_happiness_sanitation	in_all_your_provinces	1.0	1.0	0.0
3c_rome_lead_1	rom_building_resource_lead_production	this_building	40.0	0.0	0.0
3c_rome_lead_1	rom_building_sanitation	in_all_your_regions	1.0	0.0	0.0
3c_rome_lead_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lead_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_lead_2	rom_building_gdp_industry_mining	this_building	150.0	75.0	0.0
3c_rome_lead_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_lead_2	rom_building_public_order_happiness_sanitation	in_all_your_provinces	2.0	1.0	0.0
3c_rome_lead_2	rom_building_resource_lead_production	this_building	80.0	0.0	0.0
3c_rome_lead_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_lead_2	rom_building_sanitation	in_all_your_regions	2.0	0.0	0.0
3c_rome_lead_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_lead_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lead_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_lead_3	rom_building_gdp_industry_mining	this_building	200.0	100.0	0.0
3c_rome_lead_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_lead_3	rom_building_public_order_happiness_sanitation	in_all_your_provinces	3.0	2.0	0.0
3c_rome_lead_3	rom_building_resource_lead_production	this_building	120.0	0.0	0.0
3c_rome_lead_3	rom_building_road	this_region	7.0	7.0	7.0
3c_rome_lead_3	rom_building_sanitation	in_all_your_regions	3.0	0.0	0.0
3c_rome_lead_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_lead_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lead_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_lead_4	rom_building_gdp_industry_mining	this_building	300.0	150.0	0.0
3c_rome_lead_4	rom_building_gdp_mod_industry	regions_in_this_province	5.0	3.0	0.0
3c_rome_lead_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_lead_4	rom_building_public_order_happiness_sanitation	in_all_your_provinces	4.0	2.0	0.0
3c_rome_lead_4	rom_building_resource_lead_production	this_building	160.0	0.0	0.0
3c_rome_lead_4	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_lead_4	rom_building_sanitation	in_all_your_regions	4.0	0.0	0.0
3c_rome_lead_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_lead_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_leather_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_rome_leather_1	rom_building_gdp_mod_industry_manufacturing	in_all_your_regions	5.0	3.0	0.0
3c_rome_leather_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_leather_1	rom_building_resource_leather_production	this_building	40.0	0.0	0.0
3c_rome_leather_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_leather_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_leather_2	rom_building_gdp_industry_manufacture	this_building	150.0	75.0	0.0
3c_rome_leather_2	rom_building_gdp_mod_industry_manufacturing	in_all_your_regions	10.0	5.0	0.0
3c_rome_leather_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_leather_2	rom_building_resource_leather_production	this_building	80.0	0.0	0.0
3c_rome_leather_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_leather_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_leather_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_leather_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_leather_3	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_rome_leather_3	rom_building_gdp_mod_industry_manufacturing	in_all_your_regions	15.0	7.0	0.0
3c_rome_leather_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_leather_3	rom_building_resource_leather_production	this_building	120.0	0.0	0.0
3c_rome_leather_3	rom_building_road	this_region	7.0	7.0	7.0
3c_rome_leather_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_leather_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_leather_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_leather_4	rom_building_gdp_industry_manufacture	this_building	250.0	125.0	0.0
3c_rome_leather_4	rom_building_gdp_mod_industry_manufacturing	in_all_your_regions	20.0	10.0	0.0
3c_rome_leather_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_leather_4	rom_building_resource_leather_production	this_building	160.0	0.0	0.0
3c_rome_leather_4	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_leather_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_leather_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lumber_1	rom_building_gdp_industry_manufacture	this_building	40.0	20.0	0.0
3c_rome_lumber_1	rom_building_gdp_mod_industry	regions_in_this_province	5.0	3.0	0.0
3c_rome_lumber_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_lumber_1	rom_building_resource_timber_production	this_building	40.0	0.0	0.0
3c_rome_lumber_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lumber_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_lumber_2	rom_building_gdp_industry_manufacture	this_building	60.0	30.0	0.0
3c_rome_lumber_2	rom_building_gdp_mod_industry	regions_in_this_province	10.0	5.0	0.0
3c_rome_lumber_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_lumber_2	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
3c_rome_lumber_2	rom_building_resource_timber_production	this_building	80.0	0.0	0.0
3c_rome_lumber_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_lumber_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_lumber_2	rom_building_unit_equipment_hull_health_bronze	in_all_your_sea_regions	5.0	0.0	0.0
3c_rome_lumber_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lumber_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_lumber_3	rom_building_gdp_industry_manufacture	this_building	80.0	40.0	0.0
3c_rome_lumber_3	rom_building_gdp_mod_industry	regions_in_this_province	15.0	8.0	0.0
3c_rome_lumber_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_lumber_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
3c_rome_lumber_3	rom_building_resource_timber_production	this_building	120.0	0.0	0.0
3c_rome_lumber_3	rom_building_road	this_region	7.0	7.0	7.0
3c_rome_lumber_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_lumber_3	rom_building_unit_equipment_hull_health_silver	in_all_your_sea_regions	10.0	0.0	0.0
3c_rome_lumber_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_lumber_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_lumber_4	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_rome_lumber_4	rom_building_gdp_mod_industry	regions_in_this_province	20.0	10.0	0.0
3c_rome_lumber_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_lumber_4	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
3c_rome_lumber_4	rom_building_resource_timber_production	this_building	160.0	0.0	0.0
3c_rome_lumber_4	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_lumber_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_lumber_4	rom_building_unit_equipment_hull_health_gold	in_all_your_sea_regions	20.0	0.0	0.0
3c_rome_lumber_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_marble_1	rom_building_building_cost_mod	regions_in_this_province	-5.0	-3.0	0.0
3c_rome_marble_1	rom_building_gdp_industry_mining	this_building	100.0	50.0	0.0
3c_rome_marble_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_marble_1	rom_building_public_order_happiness	in_all_your_provinces	1.0	1.0	0.0
3c_rome_marble_1	rom_building_resource_marble_production	this_building	40.0	0.0	0.0
3c_rome_marble_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_marble_2	rom_building_building_cost_mod	regions_in_this_province	-10.0	-5.0	0.0
3c_rome_marble_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_marble_2	rom_building_gdp_industry_mining	this_building	150.0	75.0	0.0
3c_rome_marble_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_marble_2	rom_building_public_order_happiness	in_all_your_provinces	2.0	1.0	0.0
3c_rome_marble_2	rom_building_resource_marble_production	this_building	80.0	0.0	0.0
3c_rome_marble_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_marble_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_marble_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_marble_3	rom_building_building_cost_mod	regions_in_this_province	-15.0	-8.0	0.0
3c_rome_marble_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_marble_3	rom_building_gdp_industry_mining	this_building	200.0	100.0	0.0
3c_rome_marble_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_marble_3	rom_building_public_order_happiness	in_all_your_provinces	3.0	2.0	0.0
3c_rome_marble_3	rom_building_resource_marble_production	this_building	120.0	0.0	0.0
3c_rome_marble_3	rom_building_road	this_region	7.0	7.0	7.0
3c_rome_marble_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_marble_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_marble_4	rom_building_building_cost_mod	regions_in_this_province	-20.0	-10.0	0.0
3c_rome_marble_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_marble_4	rom_building_gdp_industry_mining	this_building	300.0	150.0	0.0
3c_rome_marble_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_marble_4	rom_building_public_order_happiness	in_all_your_provinces	4.0	2.0	0.0
3c_rome_marble_4	rom_building_resource_marble_production	this_building	160.0	0.0	0.0
3c_rome_marble_4	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_marble_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_marble_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_military_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_rome_military_3	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_rome_military_3	rom_building_recruitment_points	this_province	1.0	0.0	0.0
3c_rome_military_aux_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_rome_military_aux_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_military_buff_1	rom_building_recruitment_points	this_province	1.0	0.0	0.0
3c_rome_military_buff_attack_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_military_buff_attack_2	rom_building_recruitment_points	this_province	1.0	0.0	0.0
3c_rome_military_buff_attack_2	rom_building_unit_training_attack_melee_inf	this_province	5.0	3.0	0.0
3c_rome_military_buff_attack_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_military_buff_attack_3	rom_building_recruitment_points	this_province	1.0	0.0	0.0
3c_rome_military_buff_attack_3	rom_building_unit_training_attack_melee_inf	this_province	10.0	5.0	0.0
3c_rome_military_buff_defence_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_military_buff_defence_2	rom_building_recruitment_points	this_province	1.0	0.0	0.0
3c_rome_military_buff_defence_2	rom_building_unit_training_defence_melee_inf	this_province	5.0	3.0	0.0
3c_rome_military_buff_defence_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
