technology	effect	effect_scope	value
inv_syracuse_military_hegemonia_foreign_mercenaries	3c_force_unit_mod_mercenary_weapon_damage	in_all_your_forces	18.0
inv_syracuse_military_hegemonia_foreign_mercenaries	inv_force_unit_mod_armour_all_mercenaries	in_all_your_forces	15.0
inv_syracuse_military_hegemonia_foreign_mercenaries	rom_general_force_mod_mercenary_upkeep_costs	in_all_your_forces	-10.0
inv_syracuse_military_hegemonia_hippocratic_corpus	inv_all_commander_general_morale_mod	all_your_generals	10.0
inv_syracuse_military_hegemonia_hippocratic_corpus	rom_agent_wound_recovery_time_mod	all_agents	-2.0
inv_syracuse_military_hegemonia_hippocratic_corpus	rom_tech_military_management_replenishment	in_all_your_armies	5.0
inv_syracuse_military_hegemonia_logistics	rom_tech_military_management_army_action_points	in_all_your_armies	10.0
inv_syracuse_military_hegemonia_mercenary_service	rom_province_mercenary_province_pool_replenishment_mod	in_all_your_provinces	15.0
inv_syracuse_military_hegemonia_mercenary_service	rom_tech_military_management_mercenary_cost	this_faction	-18.0
inv_syracuse_military_hegemonia_supply_lines	rom_force_unit_mod_morale	in_all_your_forces	5.0
inv_syracuse_military_hegemonia_supply_lines	rom_tech_military_management_replenishment	in_all_your_armies	3.0
inv_syracuse_military_hegemonia_supply_reforms	rom_building_recruitment_points	in_all_your_provinces	2.0
inv_syracuse_military_hegemonia_supply_reforms	rom_tech_military_management_upkeep_mod	in_all_your_armies	-10.0
inv_syracuse_military_strategiky_ammunition_stores_and_grain_houses	rom_general_force_mod_siege_defence_attrition	all_your_generals	-75.0
inv_syracuse_military_strategiky_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_ammunition	in_all_your_forces	75.0
inv_syracuse_military_strategiky_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_time_mod	in_all_your_regions	2.0
inv_syracuse_military_strategiky_athenian_approach_to_sea_power	pel_navy_movement_range	in_all_your_navies	10.0
inv_syracuse_military_strategiky_athenian_approach_to_sea_power	rom_tech_military_navy_upkeep_mod	in_all_your_navies	-20.0
inv_syracuse_military_strategiky_bronze_battering_ram	rom_force_unit_mod_ramming_bonus	in_all_your_navies	45.0
inv_syracuse_military_strategiky_bronze_battering_ram	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	25.0
inv_syracuse_military_strategiky_bronze_battering_ram	rom_tech_military_navy_battle_turn_mod	in_all_your_navies	20.0
inv_syracuse_military_strategiky_marine_training	3c_force_unit_mod_ship_crew_melee_attack	in_all_your_navies	12.0
inv_syracuse_military_strategiky_marine_training	3c_force_unit_mod_ship_crew_morale	in_all_your_navies	10.0
inv_syracuse_military_strategiky_marines_on_land	inv_force_mod_melee_attack_marines_on_land	in_all_your_navies	15.0
inv_syracuse_military_strategiky_marines_on_land	inv_force_mod_morale_marines_on_land	in_all_your_navies	10.0
inv_syracuse_military_strategiky_master_and_inventor	inv_force_artillery_unlocked_dummy_Syracuse	this_faction	1.0
inv_syracuse_military_strategiky_master_and_inventor	rom_tech_military_tactics_accuracy_siege_mod	in_all_your_armies	35.0
inv_syracuse_military_strategiky_naval_artillery_of_syracuse	rom_force_unit_mod_artillery_ship_missile_rate	in_all_your_navies	25.0
inv_syracuse_military_strategiky_naval_artillery_of_syracuse	rom_force_unit_mod_hull_armour	in_all_your_navies	15.0
inv_syracuse_military_strategiky_naval_artillery_of_syracuse	rom_tech_military_navy_ship_artillary_accuracy_mod	in_all_your_navies	10.0
inv_syracuse_military_strategiky_polymorphia_katapelton	inv_force_unit_mod_ammunition_artillery	in_all_your_forces	66.0
inv_syracuse_military_strategiky_polymorphia_katapelton	rom_force_unit_mod_artillery_range	in_all_your_forces	30.0
inv_syracuse_military_strategiky_polymorphia_katapelton	rom_force_unit_mod_artillery_rate	in_all_your_forces	30.0
inv_syracuse_military_strategiky_siege_engines	inv_force_number_ladders	in_all_your_forces	2.0
inv_syracuse_military_strategiky_siege_engines	inv_force_number_siege_engines	in_all_your_forces	2.0
inv_syracuse_military_strategiky_siege_engines	inv_force_number_siege_gallery	in_all_your_forces	2.0
inv_syracuse_military_strategiky_siege_engines	rom_tech_engineering_siege_offence_attrition_mod	all_your_generals	-100.0
inv_syracuse_military_strategiky_siege_engines	rom_tech_engineering_siege_offence_time_mod	all_your_generals	2.0
inv_syracuse_military_strategiky_siege_engines	rom_tech_engineering_siege_unlock_battering_ram	in_all_your_armies	1.0
inv_syracuse_military_stratos_advanced_tactical_theory	inv_all_commander_general_melee_attack	all_your_generals	15.0
inv_syracuse_military_stratos_advanced_tactical_theory	rom_force_unit_mod_movement_speed	in_all_your_forces	5.0
inv_syracuse_military_stratos_advanced_tactical_theory	rom_tech_agent_champion_success_mod	all_agents	15.0
inv_syracuse_military_stratos_cavalry_the_society_finest	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	10.0
inv_syracuse_military_stratos_cavalry_the_society_finest	rom_force_unit_mod_cavalry_melee_attack	in_all_your_armies	8.0
inv_syracuse_military_stratos_destroyers_of_the_italiote_league	inv_force_unit_mod_missile_rate_versus_greeks	in_all_your_forces	10.0
inv_syracuse_military_stratos_destroyers_of_the_italiote_league	rom_force_unit_mod_melee_attack_versus_hellenics	in_all_your_forces	10.0
inv_syracuse_military_stratos_iron_over_bronze	pel_force_unit_mod_infantry_melee_recruitment_cost	in_all_your_provinces	-10.0
inv_syracuse_military_stratos_iron_over_bronze	rom_force_unit_mod_armour	in_all_your_forces	5.0
inv_syracuse_military_stratos_iron_over_bronze	rom_force_unit_mod_melee_damage	in_all_your_forces	10.0
inv_syracuse_military_stratos_peltasts	inv_tech_military_upkeep_mod_all_missile_units	in_all_your_forces	-15.0
inv_syracuse_military_stratos_peltasts	rom_force_unit_mod_bows_missile_rate	in_all_your_forces	15.0
inv_syracuse_military_stratos_proficiency_against_italic_tribes	inv_force_unit_mod_melee_attack_versus_italians	in_all_your_forces	10.0
inv_syracuse_military_stratos_proficiency_against_italic_tribes	inv_force_unit_mod_melee_defence_versus_italians	in_all_your_forces	10.0
inv_syracuse_military_stratos_proficiency_against_italic_tribes	inv_force_unit_mod_morale_versus_italians	in_all_your_forces	5.0
inv_syracuse_military_stratos_riders_of_outstanding_merit	inv_force_unit_mod_cavalry_melee_defence	in_all_your_forces	10.0
inv_syracuse_military_stratos_riders_of_outstanding_merit	inv_force_unit_mod_damage_all_cavalry	in_all_your_forces	7.0
inv_syracuse_military_stratos_riders_of_outstanding_merit	rom_force_unit_mod_cavalry_missile_range	in_all_your_forces	10.0
inv_syracuse_military_stratos_tactical_drills	3c_tech_military_fatigue_resistance_land_units	in_all_your_forces	1.0
inv_syracuse_military_stratos_tactical_drills	rom_force_unit_mod_melee_attack	in_all_your_armies	12.0
inv_syracuse_military_stratos_tactical_drills	rom_force_unit_mod_melee_defence	in_all_your_forces	10.0
inv_syracuse_military_stratos_the_terror_of_carthage	rom_building_champion_availibility	in_all_your_provinces	1.0
inv_syracuse_military_stratos_the_terror_of_carthage	rom_force_unit_mod_melee_attack_versus_carthaginians	in_all_your_forces	10.0
inv_syracuse_military_stratos_the_terror_of_carthage	rom_force_unit_mod_melee_defence_versus_carthaginians	in_all_your_forces	10.0
inv_syracuse_military_stratos_the_terror_of_carthage	rom_force_unit_mod_morale_versus_carthaginians	in_all_your_forces	10.0
inv_syracuse_military_top_military_tradition	rom_force_unit_mod_morale	in_all_your_forces	10.0
inv_taranto_civil_diacheirisy_a_populous_magna_graecia	rom_building_gdp_mod_culture_all	in_all_your_regions	10.0
inv_taranto_civil_diacheirisy_a_populous_magna_graecia	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
inv_taranto_civil_diacheirisy_a_sea_faring_nation	rom_building_gdp_mod_trade_sea	in_all_your_regions	20.0
inv_taranto_civil_diacheirisy_changing_loyalties	rom_agent_action_cost_mod	all_agents	-20.0
inv_taranto_civil_diacheirisy_changing_loyalties	rom_building_agent_cost_mod	in_all_your_provinces	-15.0
inv_taranto_civil_diacheirisy_changing_loyalties	rom_building_recruitment_agent_level_spy	in_all_your_provinces	1.0
inv_taranto_civil_diacheirisy_children_of_aphrodite	inv_building_cost_mod_buildings_culture_greek	in_all_your_regions	-6.0
inv_taranto_civil_diacheirisy_children_of_aphrodite	rom_building_gdp_mod_culture_all	in_all_your_regions	20.0
inv_taranto_civil_diacheirisy_children_of_aphrodite	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	5.0
inv_taranto_civil_diacheirisy_children_of_aphrodite	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_taranto_civil_diacheirisy_embrace_spartan_tradition	inv_tech_civil_experience_rate_agents	only_agents	1.0
inv_taranto_civil_diacheirisy_embrace_spartan_tradition	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-15.0
inv_taranto_civil_diacheirisy_leaders_of_the_italiote_league	dk_diplomacy_hellenic	this_faction	10.0
inv_taranto_civil_diacheirisy_leaders_of_the_italiote_league	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-25.0
inv_taranto_civil_diacheirisy_legendary_leader	inv_all_commander_general_morale_mod	all_your_generals	10.0
inv_taranto_civil_diacheirisy_legendary_leader	rom_tech_civil_economy_administration_cost_mod	this_faction	-6.0
inv_taranto_civil_diacheirisy_legendary_leader	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
inv_taranto_civil_diacheirisy_legendary_leader	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-35.0
inv_taranto_civil_diacheirisy_poseidon_host_of_the_sea	rom_building_trade_tariffs_all	this_faction	6.0
inv_taranto_civil_diacheirisy_poseidon_host_of_the_sea	rom_tech_civil_economy_food_mod	this_faction	4.0
inv_taranto_civil_diacheirisy_poseidon_host_of_the_sea	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
inv_taranto_civil_diacheirisy_wine_and_divinity	inv_festival_incident_greek_great_dionysia_dummy	in_all_your_provinces	1.0
inv_taranto_civil_diacheirisy_wine_and_divinity	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_taranto_civil_ergasia_corn_sweet_corn	inv_tech_agriculture_food_from_farms	in_all_your_regions	1.0
inv_taranto_civil_ergasia_corn_sweet_corn	rom_tech_civil_economy_food_mod	this_faction	4.0
inv_taranto_civil_ergasia_fertile_lands	rom_building_gdp_mod_agriculture_all	in_all_your_regions	9.0
inv_taranto_civil_ergasia_fertile_lands	rom_tech_civil_economy_food_mod	this_faction	4.0
inv_taranto_civil_ergasia_indirect_taxes	rom_building_gdp_mod_trade_all	in_all_your_regions	5.0
inv_taranto_civil_ergasia_indirect_taxes	rom_building_trade_tariffs_all	this_faction	12.0
inv_taranto_civil_ergasia_literature_teaches_medicine	inv_building_cost_mod_buildings_culture_greek	in_all_your_regions	-5.0
inv_taranto_civil_ergasia_literature_teaches_medicine	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	10.0
inv_taranto_civil_ergasia_literature_teaches_medicine	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
inv_taranto_civil_ergasia_sources_of_revenue	rom_building_gdp_mod_industry	in_all_your_regions	10.0
inv_taranto_civil_ergasia_sources_of_revenue	rom_tech_civil_economy_tax_mod	this_faction	12.0
inv_taranto_civil_ergasia_temple_medicine	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
inv_taranto_civil_ergasia_the_secret_of_wealth	rom_building_gdp_mod_trade_all	in_all_your_regions	10.0
inv_taranto_civil_ergasia_wine_and_life	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	10.0
inv_taranto_civil_ergasia_wine_and_life	rom_tech_civil_economy_growth_mod	in_all_your_provinces	3.0
inv_taranto_civil_ergasia_wine_and_prosperity	inv_building_resource_wine_production	in_all_your_regions	25.0
inv_taranto_civil_ergasia_wine_and_prosperity	rom_building_gdp_mod_agriculture_all	in_all_your_regions	9.0
inv_taranto_civil_top_history_of_the_peloponnesian_war	rom_tech_civil_economy_growth_mod	in_all_your_provinces	1.0
inv_taranto_civil_top_history_of_the_peloponnesian_war	rom_tech_civil_philosophy_conversion_mod	this_faction	1.0
inv_taranto_civil_top_history_of_the_peloponnesian_war	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_taranto_civil_vios_artists_and_celebrity	rom_building_gdp_mod_industry_manufacturing	in_all_your_regions	10.0
inv_taranto_civil_vios_artists_and_celebrity	rom_building_recruitment_agent_level_dignitary	in_all_your_provinces	1.0
inv_taranto_civil_vios_higher_education	inv_building_cost_mod_buildings_culture_greek	in_all_your_regions	-5.0
inv_taranto_civil_vios_higher_education	rom_building_gdp_mod_culture_all	in_all_your_regions	8.0
inv_taranto_civil_vios_like_father_like_son	3c_tech_civil_engineering_building_conversion_mod	in_all_your_regions	-18.0
inv_taranto_civil_vios_like_father_like_son	rom_tech_civil_philosophy_conversion_mod	this_faction	6.0
inv_taranto_civil_vios_modern_cities	inv_tech_civil_build_time_mod_all	in_all_your_regions	-1.0
inv_taranto_civil_vios_modern_cities	rom_building_cost_mod_buildings_city_centre	in_all_your_regions	-20.0
inv_taranto_civil_vios_patrons_and_artistry	rom_building_gdp_mod_culture_all	in_all_your_regions	10.0
inv_taranto_civil_vios_the_academy	rom_building_research_points_mod_military	this_faction	10.0
inv_taranto_civil_vios_the_academy	rom_tech_agent_champion_success_mod	all_agents	15.0
inv_taranto_civil_vios_the_lyceum	inv_building_cost_mod_buildings_culture_greek	in_all_your_regions	-4.0
inv_taranto_civil_vios_the_lyceum	rom_building_gdp_mod_culture_all	in_all_your_regions	8.0
inv_taranto_civil_vios_the_lyceum	rom_building_research_points	this_faction	10.0
inv_taranto_civil_vios_the_miracle_of_the_crane	rom_tech_engineering_construction_castle_time_mod	in_all_your_regions	-2.0
inv_taranto_civil_vios_the_school_of_rhetoric	rom_building_gdp_mod_culture_all	in_all_your_regions	8.0
inv_taranto_civil_vios_the_school_of_rhetoric	rom_building_research_points_mod_civil	this_faction	10.0
inv_taranto_civil_vios_the_school_of_rhetoric	rom_building_spy_availibility	in_all_your_provinces	1.0
inv_taranto_military_hegemonia_advanced_military_administration	rom_agent_wound_recovery_time_mod	all_agents	-2.0
inv_taranto_military_hegemonia_advanced_military_administration	rom_tech_military_management_replenishment	in_all_your_armies	3.0
inv_taranto_military_hegemonia_advanced_military_administration	rom_tech_military_management_upkeep_mod	in_all_your_armies	-5.0
inv_taranto_military_hegemonia_ares_and_our_human_daemons	rom_building_champion_availibility	in_all_your_provinces	1.0
inv_taranto_military_hegemonia_ares_and_our_human_daemons	rom_force_campaign_mod_ambush_attack_success_chance	in_all_your_forces	25.0
inv_taranto_military_hegemonia_ares_and_our_human_daemons	rom_force_unit_mod_morale_during_ambushes	in_all_your_armies	10.0
inv_taranto_military_hegemonia_athenian_approach_to_sea_power	pel_navy_movement_range	in_all_your_navies	25.0
inv_taranto_military_hegemonia_athenian_approach_to_sea_power	rom_tech_military_navy_upkeep_mod	in_all_your_navies	-20.0
inv_taranto_military_hegemonia_bronze_battering_ram	rom_force_unit_mod_ramming_bonus	in_all_your_navies	30.0
inv_taranto_military_hegemonia_bronze_battering_ram	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	25.0
inv_taranto_military_hegemonia_bronze_battering_ram	rom_tech_military_navy_battle_turn_mod	in_all_your_navies	20.0
inv_taranto_military_hegemonia_hires_from_the_league	inv_force_unit_mod_melee_attack_greek_mercenaries	in_all_your_forces	10.0
inv_taranto_military_hegemonia_hires_from_the_league	inv_force_unit_mod_morale_greek_mercenaries	in_all_your_forces	10.0
inv_taranto_military_hegemonia_hires_from_the_league	inv_tech_military_upkeep_mod_greek_mercenaries	in_all_your_forces	-10.0
inv_taranto_military_hegemonia_marine_training	3c_force_unit_mod_ship_crew_melee_attack	in_all_your_navies	12.0
inv_taranto_military_hegemonia_marine_training	3c_force_unit_mod_ship_crew_morale	in_all_your_navies	10.0
inv_taranto_military_hegemonia_marines_on_land	inv_force_mod_melee_attack_marines_on_land	in_all_your_navies	15.0
inv_taranto_military_hegemonia_marines_on_land	inv_force_mod_morale_marines_on_land	in_all_your_navies	10.0
inv_taranto_military_hegemonia_master_ship_builders	rom_building_replenishment_sea	in_all_your_forces	10.0
inv_taranto_military_hegemonia_master_ship_builders	rom_force_unit_mod_hull_armour	in_all_your_navies	33.0
